Title,main bahan,Ingredients,Steps,Loves,URL
Pare Udang Masak Taoco ,Udang,2 buah pare--7 siung bawang merah--5 siung bawang putih--Udang--2 cm Lengkuas geprak--2 cm jahe geprak--3 lembar daun salam--secukupnya Santan (santan kara yang kecil)--Gula dan garam--3 buah cabe hijau iris--2 buah cabe keriting iris--2 buah tomat belah / iris--Cabe rawit (tdk pakai)--4 sendok makan taoco (kira2)--Sedikit minyak untuk menumis--,"Potong memanjang pare, buang isi nya, iris. Beri sedikit garam remas2 sampai keluar air lalu bilas dan tiris kan. Menurut primbon 😂 untuk mengurangi pahit nya.--Siapkan wajan, beri sedikit minyak setelah panas masukkan lengkuas, jahe, biar kan sesaat lalu bawang putih aduk sebentar, bawang merah. Setelah itu masukkan udang, sambil diaduk tunggu udang berubah warna.--Masukkan cabe merah, cabe hijau, taoco dan daun salam. Biarkan hingga wangi. Bila suka pedas silahkan tambah cabe rawit lebih mantap deh.--Masukkan air sedikit lalu santan. Karena taoco juga asin jadi hati2 penambahan garam nyan Beri garam sedikit dan gula sedikit. Masukkan pare nya dan tomat.--Sambil sesekali diaduk masak sekitar 10 menit dan koreksi rasa. Pare udang masak taoco siap dihidangkan.--",8,/id/resep/4420081-pare-udang-masak-taoco-ala-dapur-ku
Tumis Udang ,Udang,1/4 kg udang--7 siung bawang putih--5 siung bawang merah--3 buah cabai merah besar--1 sdm gula pasir--Sejumput garam--7 sdm air matang--,"Siapkan semua bahan, cuci bersih udang dan iris tipis-tipis bawang merah, bawang putih, cabai merah--Panaskan minyak/margarin--Masukkan bawang merah, bawang putih, cabai merah, oseng hingga harum--Tambahkan air matang, gula pasir, dan garam. Sesuaikan rasa--Masukkan udang, tumis hingga berubah warna--Tunggu hingga mendidih--Tumis udang sederhana siap disajikan--",9,/id/resep/4412896-tumis-udang-sederhana
Sop bola2 udang dengan kaldu udang,Udang,"700 gr udang ukuran sedang--kaldu:--1500 ml air--kulit dan kepala udang--bola2 udang:--450 gr udang kupas--4 sdm tepung tapioka--1/2 sdt bawang putih halus--1 sdt bawang goreng--secukupnya garam dan merica--bahan sop:--1 buah bawang bombay ukuran kecil--1 sdt bawang putih halus--3 cm jahe digeprek--1 buah wortel ukuran sedang potong2 sesuai selera--1,5 ons buncis potong sesuai selera--secukupnya garam dan merica--2 buah kaldu blok--secukupnya daun bawang dan daun sop--1 sdm minyak wijen--","Bersihkan udang, pisahkan dari kepala dan kulit, kasih perasab jeruk nipis, sisihkan. dari 700gr udang jadi 450gr udang kupas--Kaldu: cuci bersih kepala dan kulit udang, tiriskan.--Sangrai kulit dan kepala udang dengan sedikit minyak sampai berubah warna dan harum. Pindahkan kedalam panci tambahkan 1500ml air masak dengan api kecil untuk mendapatkan kaldu udang.. jangan lupa untuk angkat buih yg muncul pada saat proses bikin kaldu. masak kurleb 1 jam, matikan api, saring air kaldu pisahkan dari kulit dan kepala. sisihkan.--Bola2 udang: blender udang kupas sampai halus. tambahkan 1/2sdt bawang putih, 1sdt bawang goreng, garmer secukupnya dan tepung tapioka. aduk rata.--Bikin bola2 dengan menggunakan 2 buah sendok, goreng dengan api sedang, sisihkan.--Tumis bawang bombay, bawang putih halus dan jahe geprek sampai harum dan layu. masukan tumisan bawang kedalam panci yg berisikan kaldu udang.--Nyalakan kompor, masukan wortel masak sampai agak lunak. masukan buncis, masak sampai semua sayuran lunak. tambahkan bola2 udang, masukan kaldu blok juga garam dan merica koreksi rasa.--Matikan kompor, masukan irisan daun sop dan daun bawang, kemudian masukan minyak wijen, aduk rata. sop bola2 udang siap dinikmati.--Bisa ditambahkan tahu cina dipotong kotak2. pakai udang segar untuk mendapatkan rasa kaldu yg manis dan gurih. kalo suka bisa ditambahkan perasan jeruk sambel pas mau makan.--",9,/id/resep/4396353-sop-bola2-udang-dengan-kaldu-udang
Udang saus lada hitam,Udang,"300 gr udang windu--1 buah cabe merah(iris serong)--1 buah bawang bombay--3 siung bawang putih(cincang halus)--1 bks Saori saus tiram--3 sachet saus cabai indo food--2 sdm saus tomat--2 sdm kecap manis--1 sdt kecap Inggris--1 sdm lada hitam--1 sdt merica--1 sdm butter/margarin--100 ml air--Secukupnya garam, pasir,kaldu bubuk--","Buang kepala dan kulit udang kerat bagian punggung untuk membersihkan kotorannya cuci di air mengalir,beri perasan jeruk nipis marinasi dengan garam dan merica diamkan sejenak--Lelehkan butter/margarin didalam wajan masukan irisan bawang Bombay dan bawang bawang putih cincang tumis hingga harum lalu masukan irisan cabe merah hingga sedikit layu setelah itu baru masukan udang masak hingga berubah warna--Setelah udang berubah warna masukan saus tiram, saus tomat,saus sambal,kecap manis,kecap Inggris--Tambahkan air aduk aduk tambahkan bubuk lada hitam,garam, merica,gula pasir juga kaldu bubuk jangan lupa test rasa masak hingga sedikit mengental bila dirasa cukup matikan api pindahkan kedalam piring saji--Done,udang saus lada hitam siap dinikmati--",40,/id/resep/4411706-udang-saus-lada-hitam
Chesse spaghetti aglio olio with prawn,Udang,"1 genggam spaghetti(lafonte)--8-10 pcs udang windu--1 buah jeruk nipis--3 siung bawang putih (chopped)--1 sdm butter/margarin--Secukupnya garam, gula pasir juga kaldu bubuk--1/2 sdt merica--Sejumput Italian herbs--Secukupnya bumbu tabur rasa keju--Sedikit air--Garnish--Taburan parsley & oregano--","Buang kepala dan kulit udang kerat bagian punggung untuk membersihkan kotorannya cuci di air mengalir,tambahkan sedikit perasan jeruk nipis marinasi dengan garam dan merica,diamkan sejenak sambil menunggu rebus spaghetti hingga matang jangan lupa tambahkan sedikit minyak biar tidak lengket--Cincang halus bawang putih lalu, masukkan Butter kedalam wajan/teflon lalu tumis bawang putih hingga harum lalu masukan udang masak hingga berubah warna--Setelah udang berubah warna masukan spaghetti beri sedikit air tambahkan bumbu keju tabur, italian herbs, garam gula pasir, kaldu bubuk juga merica jangan lupa test rasa bila dirasa cukup lalu matikan api pindahkan kedalam piring saji--Beri taburan cincang parsley--Done,chesse spaghetti aglio olio with prawn ready to served--Selamat mencoba 😊--",72,/id/resep/4411392-chesse-spaghetti-aglio-olio-with-prawn
Pempek Dos dengan kaldu udang ,Udang,Bahan untuk biang :--400 ml air kaldu udang (rebus air dengan secukupnya udang segar)--200 gr terigu--Secukupnya garam gula--Kaldu bubuk (boleh skip)--Bahan adonan pempek :--3 btr telur kocok lepas--5 siung bawang putih haluskan--400 gr tepung tapioka--,"Dalam wadah masukkan terigu, air kaldu udang, garam dan gula aduk rata.. nyalakan api, masak sambil di aduk aduk sampai menggumpal seperti bubur (api jangan terlalu besar bisa gosong), angkat..biarkan hangat--Pindahkan biang yang sudah tidak panas kedalam baskom. Dalam keadaan hangat tambahkan bawang putih, telur kocok dan kaldu bubuk..aduk rata menggunakan sendok kayu masukkan tepung tapioka sedikit demi sedikit aduk sampai rata--Adonan pempek dos siap di bentuk (saya bentuk pempek lenjer)--Rebus pempek dalam air yg mendidih sampai matang...angkat tiriskan. Saya suka pempek yg spt ini langsung dimakan dengan cuko enakk bgt --Yg digoreng juga enakkkk--",26,/id/resep/4409022-pempek-dos-dengan-kaldu-udang-gurih-lembut-%F0%9F%98%8D%F0%9F%98%8B
Garang Asem Udang,Udang,"600 gram udang jerbung, pilih yang besar. Cuci dan gunting sungutnya--3 batang serai, memarkan--6 lembar daun jeruk--1 buah tomat merah, potong besar--10 buah belimbing wuluh atau 2-3 buah tomat hijau, potong tebal 1 cm--Optional: 5 mata asam Jawa, bakar--10 buah cabai rawit merah utuh--1 batang daun bawang, iris tipis--secukupnya Garam--1 sdm gula pasir--2 buah jeruk nipis, ambil airnya--Minyak goreng secukupnya (saya menggunakan minyak jagung atau canola)--Bumbu yang dihaluskan:--8 butir bawang merah--5 siung bawang putih--3 butir kemiri--5 buah cabai rawit merah, bisa ditambah atau dikurangi--1/2 sdt merica putih butiran--Sejari kelingking kunyit, bakar--1 sdt garam--","Panaskan sedikit minyak dan tumis bumbu halus hingga harum. Tambahkan daun bawang, serai dan daun jeruk. Tumis sebentar.
- Tambahkan air secukupnya (kurleb 1,5 L) dan asam. Didihkan
- Masukkan udang, tomat, belimbing wuluh/tomat hijau, cabai utuh kemudian bumbuhi dengan garam secukupnya dan gula.
- Masak sebentar hingga mendidih kembali dan kuah meresap.
- Terakhir tambahkan air jeruk nipis.
- Rasakan bila kurang asin, manis atau asam bisa ditambah sekarang.--Bila sudah pas matikan api dan sajikan panas bersama nasi putih hangat dan tempe goreng.--",18,/id/resep/4410729-garang-asem-udang
Cap Jay Udang,Udang,250 g udang--1 ikat pokcay--6 biji jagung kecil--2 buah wortel--1 buah bunga kol (ukuran kecil)--Secukupnya kapri--Secukupnya gubis--3 siung bawang putih--Saos tomat belibis--Secukupnya garam--,"Bersihkan sayur dan potong sesuai selera--Bersihkan udang dan hilangkan kepalanya--Geprek bawang putih dan tumis dengan garam--Masukkan udang tumis sebentar--Masukkan air secukupnya--Masukkan saos dan sayur wortel, jagung, dan bunga kol--Tunggu 5 sampai 10 menit--Masukkan kapri, gubis dan pakcoy--Tunggu sebentar, angkat dan hidangkan--",8,/id/resep/4410742-cap-jay-udang
Perkedel jagung cheddar (spesial udang dan lembut),Udang,"2 bh jagung manis uk jumbo, serut--100 gr daging udang, cincang halus--70 gr keju cheddar, parut--6 sdm tepung terigu--2 bh cabe merah--1 btr telur--200 ml air (secukupnya)--4 siung bawang putih--1/2 sdt baking powder--1 sdt lada--secukupnya Garam dan kaldu bubuk--secukupnya Seledri, daun kucai, dan daun bawang , rajang halus--Minyak utk menggoreng--","Pertama - tama, blender serutan jagung bersama air, telur, cabe merah, dan bawang putih hingga lumat (blender kasar atau halus sesuai selera saja). Lalu tuang ke wadah mangkuk.--Kemudian campur adonan jagubg dg tepung terigu, baking powder, lada, garam, kaldu bubuk, keju parut, udang, seledr, kucai, dan daun bawang. Aduk rata. Jika terlalu kental bisa ditambahkan air, jika agak encer bisa ditambah tepung terigu.--Lalu panaskan minyak, ambil adonan dg sendok besar, goreng hingga bagian sisi bawahnya kuning keemasan lalu balik. Goreng dg api yg cenderung sedang agar matang merata. Angkat lalu tiriskan--Sajikan dg saus sambal botolan dan cabe rawit--",63,/id/resep/4407390-perkedel-jagung-cheddar-spesial-udang-dan-lembut
Capcay kuah udang ,Udang,Udang--Bawang putih--Bawang merah--Cabe merah--Kemiri--Gula garam--Penyedap rasa--Daun bawang--Kol--Wortel--Brokoli/kembang kol--Kol--,"Haluskan bawang putih bawang merah dan kemiri dan cabe nya--Rebus udang hingga berubah warna--Tumis bumbu halus hingga harum, masukan air kaldu udang dan tambah air secukupnya--Masukan sayuran dan udang--Tambahkan Gula Garam dan penyedap rasa..--Cek rasa dan siap dsajikan..--",8,/id/resep/4395653-capcay-kuah-udang-sederhana
Udang tofu siram saus jamur,Udang,"1/4 kg udang kupas--1 bh tofu--1 ons jamur merang, belah 4 bagian--1 bh bawang bombay, iris memanjang--4 siung bawang putih, iris--1 batang daun bawang, iris miring--2 sdm saos tiram--1 sdt minyak wijen--Tepung terigu--Tepung maizena--Lada halus--Garam--","Balurkan udang dan tofu yang telah di potong-potong dengan tepung terigu kemudian di goreng hingga matang, sisihkan--Saos jamur: Tumis bawang bombay dan bawang putih hingga harum, kemudian masukan saos tiram dan minyak wijen, tambahkan air secukupnya--Masukan jamur merang, garam, lada (koreksi rasa), masak hingga matang. Kamudian masukan irisan daun bawang.--Larutkan tep maizena dengan air kemudian masukan ke dalam saus jamur yg telah matang, aduk hingga mengental.--Siram/tuangkan saos jamur ke atas udang dan tofu yang telah di goreng.--",8,/id/resep/4377657-udang-tofu-siram-saus-jamur
Kangkung Udang Terasi Pedas,Udang,"2 ikat kangkung--Secukupnya udang--1/2 buah bawang bombay--Secukupnya kecap manis--Secukupnya garam, kaldu bubuk--Bumbu halus:--2 siung bawang merah--2 siung bawang putih--4 buah cabe merah keriting--1 buah cabe rawit--1/2 bks Terasi--Secukupnya gula merah, sisir--","Tumis bawang bombay sampai agak layu. Masukkan bumbu halus, tumis sampai harum--Tambahkan udang, masak sampai berubah warna--Beri air, bumbui kecap, kaldu, garam & gula merah. Aduk rata, cicipi.--Masukkan kangkung, aduk rata. Tumis sebentar, sesuai selera--",8,/id/resep/4365583-kangkung-udang-terasi-pedas
Tumis Sayur & Udang,Udang,1 (1 bongkah) brokoli--1 ikat Buncis--2 buah Wortel--8 potong Udang--secukupnya Garam--3 siung Bawang merah--2 siung Bawang putih--2 buah Cabai----,"Rajang bawang merah, bawang putih, cabai, dan semua sayur--Cuci dan potong udang--Tumis 3 siung bawang merah, 2 siunh bawang putih dan cabai sampai harum--Masukkan udang dan sayuran lainnya--Beri garam dan koreksi rasa sambil di tumis--Tambahkan air secukupnya (agar sayur mudah empuk), tutup dengan penutup panci. Api sedang.--Setelah 5-10 menit, buka tutup panci, koreksi rasa dan cek sayurnya sudah edible belum wkwk. Kl sudah empuk rasa sudah pas, jadi deh!--",9,/id/resep/4383680-tumis-sayur-udang
Udang Balado Pete (Pedas Mantap),Udang,"1/2 Udang (Sedang)--Bumbu :--1/4 Cabai Merah--8 Buah Cabai Rawit Setan--8 Siung Bawang Merah--3 Siung Bawang Putih--Sedikit Kunyit--Sedikit Jahe--Sedikit Lengkuas--Selembar Daun Jeruk--Penyedap rasa (gula,garam,royco)--","Kupas kulit udang dari kepala sampai buntutnya. Cuci hingga bersih.--Cuci semua bahan bahan.--Haluskan/uleg semua bumbu.--Tumis bumbu yg sudah dihaluskan. Masukan daun jeruk. Tambahkan penyedap rasa (gula,garam,royco)--Jika sudah tercium aroma wangi, beri air matang segelas kecil. Diamkan beberapa saat.--Masukan udang, dan aduk supaya bumbu tercampur rata. Diamkan beberapa saat--Masukan pete jika sudah matang udang nya. Aduk aduk sebentar--Selesai.--",36,/id/resep/4382740-udang-balado-pete-pedas-mantap
Balado kentang dan udang,Udang,1/2 kg kentang (potong dadu)--1/4 kg udang ukurang sedang (kupas kulitnya)--15 buah cabai merah keriting--10 buah cabai rawit merah--5 buah tomat (uk.kecil)--1 lembar daun salam--1 ruas lengkuas (geprek)--1/2 sdt garam--1/2 keping gula merah--1/2 bks royco ayam--Minyak untuk menggoreng--secukupnya Air--,"Kupas kentang kemudian potong dadu, siangin udang kemudian kupas kulitnya, buang kepalanya dan sisahkan buntutnya saja. Cuci bersih lumuri dengan garam dan cuka.--Panaskan minyak dipenggorengan, goreng kentang yang sudah di potong dadu hingga kering tekstur nya. Jika sudah angkat dan tiriskan.--Blender bawang merah, bawang putih, cabai rawit, cabai merah dan tomat hingga halus.--Panaskan sedikit minyak di penggorengan. Tumis bumbu yg sudah dihaluskan,masukkan daun salam dan lengkuas yg sudah di geprek. Tambahkan gula, garam dan Royco Tumis hingga harum dan matang.--Masukkan sedikit air aduk hingga rata, masukan udang dan kentang yang sudah di goreng. Masak hingga air mengering.--Jika sudah angkat dan sajikan di piring.--",11,/id/resep/4383088-balado-kentang-dan-udang
Tumis Pedas Udang Tahu,Udang,1 ons udang--3 buah tahu petak (potong dadu)--Bumbu iris :--3 buah cabe ijo--6 buah cabe rawit--1 siung bawang putih--1 siung bawang merah--1 batang daun bawang--1 buah tomat uk.kecil--7 buah cabe merah (giling halus)--1 sdm perasan asam jawa--2 sdt garam--1 sdm gula pasir--1/2 sdm kecap manis--Secukupnya air--1 sdm minyak utk menumis--,"Cuci bersih udang.--Potong dadu tahu lalu goreng sebentar.--Siapkan bumbu iris dan cabe merah giling. Tumis bumbu iris hingga harum (kecuali tomat), lalu masukkan cabe giling tumis sebentar dan udang oseng2 hingga udang berubah warna, lalu masukkan air perasan asam jawa, gula, garam, kecap manis, beri sedikit air.--Tambahkan tahu yg sdh digoreng td. Koreksi rasa. Setelah mendidih masukkan tomat, tunggu sebentar, matikan api.--Tumis pedas udang tahu udah jd, pas buat lauk maksi plus nasi hangat mantaaabb👌 --",9,/id/resep/4381771-tumis-pedas-udang%F0%9F%8D%A4tahu
Pare tumis udang ,Udang,"2 buah pare,iris tipis--10 ekor udang sedang,buang kulit sisakan kepala dan ekor--2 siung bawang putih,iris--3 buah bawang merah,iris--3 buah cabe rawit, buang bijinya bila tidak ingin terlalu pedas--secukupnya Garam--secukupnya Kecap manis--secukupnya Kecap asin--sedikit Lada--bila suka Penyedap rasa--","Iris pare tipis, lumuri dengan garam lalu cuci bersih rebus sebentar angkat..tiriskan--Kupas udang bersihkan kotorannya, sisakan ekor dan kepalanya buang sungutnya--Iris bawang merah, bawang putih,dan cabe rawit sisikan--Tumis bawang merah,bawang putih dan cabe masukan udang lalu tambahkan pare--Masukan kecap manis..garam, lada, kecap asin, penyedap rasa aduk aduk beri sedikit air lalu aduk kembali coba rasakan--Matikan api angkat sajikan--Selamat menikmati dengan nasi hangat..👍--",11,/id/resep/4378609-pare-tumis-udang-enak
Balado Udang Tahu,Udang,"1/2 kg Udang--5 biji Tahu putih--20 biji Cabe merah--5 siung Bawang merah--4 siung Bawang putih--2 siung Kemiri--2 lembar Daun jeruk--Lengkuas dikeprek--Daun bawang potong2 besar--Penyedap rasa, garam, gula, kecap manis--","Udang dibersihkan. Kalo saya buntutnya sama kulitnya saya kupas semua. Jadi sisa daging udangnya saja--Tahu putih dipotong potong dadu lalu di goreng setengah mateng--Cabe merah, bawang merah, bawang putih, kemiri diblander sampai halus. Tapi sblm diblander tambahkan minyak sayur sedikit dan air sedikit agar bahan2nya tidak seret saat diblander--Siapkan wajan yg sudah dipanaskan tp jangan diberi minyak sayur dulu. Lalu masukan bumbu yg sudah di blander td. Aduk2 sampai bumbunya kering lalu masukan minyak sayur secukupnya--Lalu masukan udang dan tahu lalu kasih garam, gula, kecap dan penyedap rasa secukupnya aduk2 lalu masukan daun bawang--Koreksi rasa diamkan sebentar lalu sajikan😊--",19,/id/resep/4377006-balado-udang-tahu
Udang katsu,Udang,1/4 udang--1/4 tepung roti--1/8 terigu--Bumbu halus:--1 sdm ketumbar--3 bawang putih--Garam--,"Haluskan bumbu halus, campur bersama terigu yang sudah dicairkan. Buat adonan terigu megental.--Celupkan udang kedalam terigu cair, kemudian angkat dan baluri tepung roti.--Masukan udang yang telah dibaluri tepung roti ke dalam freezer. Jika ingin disantap, goreng hangat2.--",8,/id/resep/4202529-udang-katsu
Sup bakso udang dan makaroni,Udang,3 buah Wortel ukuran sedang--Daun bawang--Daun seledri--100 gram Makaroni--1 sdm Bubuk bawang putih--secukupnya Penyedap rasa--1 sdt Garam--1 sdm Gula--1 liter Air--10 butir bakso udang--,"Rebus air sampai mendidih masukkan makaroni--Lalu masukan wortel yang sudah dipotong terlebih dahulu--Masukan bakso udang dan daun bawang seledri--Masukan garam, gula, penyedap rasa, dan bubuk bawang putih--Cek rasa dan sayurnya. Siap dihidangkan--",9,/id/resep/4376445-sup-bakso-udang-dan-makaroni
